Name,Rank,Industry,Headquarters_State,Revenues,year
"Quiksilver, Inc.",832,Apparel,CA,"199,570",2010
"Kinetic Concepts, Inc.",833,Medical Products and Equipment,TX,"199,260",2010
Amerco,834,"Trucking, Truck Leasing",NV,"199,230",2010
A.O. Smith Corporation,835,"Electronics, Electrical Equip.",WI,"199,150",2010
"Jo-Ann Stores, Inc.",836,Specialty Retailers,OH,"199,070",2010
Georgia Gulf Corporation,837,Chemicals,GA,"199,010",2010
Triple-S Management Corporation,838,Health Care: Insurance and Managed Care,PR,"198,920",2010
"Boise, Inc.",839,Forest and Paper Products,ID,"197,820",2010
"Cinemark Holdings, Inc.",840,Entertainment,TX,"197,650",2010
"Boise Cascade Holdings, L.L.C.",841,Wholesalers: Diversified,ID,"197,330",2010
EnerSys Inc.,842,"Electronics, Electrical Equip.",PA,"197,290",2010
Univision Communications Inc.,843,Entertainment,NY,"197,250",2010
Great Plains Energy Incorporated,844,Utilities: Gas and Electric,MO,"196,500",2010
Granite Construction Incorporated,845,"Engineering, Construction",CA,"196,350",2010
Covance Inc.,846,Diversified Outsourcing Services,NJ,"196,260",2010
Alliance Data Systems Corporation,847,Financial Data Services,TX,"195,410",2010
"Brocade Communications Systems, Inc.",848,zMiscellaneous,CA,"195,290",2010
"PSS World Medical, Inc.",849,Wholesalers: Health Care,FL,"195,270",2010
Cooper-Standard Holdings Inc.,850,Motor Vehicles and Parts,MI,"194,530",2010
"Adams Resources & Energy, Inc.",851,Energy,TX,"194,310",2010
"Urban Outfitters, Inc.",852,Specialty Retailers,PA,"193,780",2010
"BE Aerospace, Inc.",853,Aerospace and Defense,FL,"193,770",2010
Synovus Financial Corp.,854,Commercial Banks,GA,"193,750",2010
Fastenal Company,855,Specialty Retailers,MN,"193,030",2010
HealthSouth Corporation,856,Health Care: Medical Facilities,AL,"192,890",2010
"McAfee, Inc.",857,Computer Software,CA,"192,730",2010
Scholastic Corporation,858,"Publishing, Printing",NY,"192,350",2010
"Applied Industrial Technologies, Inc.",859,Wholesalers: Diversified,OH,"192,310",2010
"The Pep Boys - Manny, Moe & Jack",860,Specialty Retailers,PA,"191,090",2010
"The Men's Wearhouse, Inc.",861,Specialty Retailers,TX,"190,960",2010
EchoStar Corporation,862,Network and Other Communications Equipment,CO,"190,360",2010
"Schnitzer Steel Industries, Inc.",863,Metals,OR,"190,020",2010
Thomas & Betts Corporation,864,"Electronics, Electrical Equip.",TN,"189,870",2010
"The Laclede Group, Inc.",865,Utilities: Gas and Electric,MO,"189,520",2010
"Helmerich & Payne, Inc.",866,"Oil and Gas Equipment, Services",OK,"189,400",2010
Southwest Gas Corporation,867,Utilities: Gas and Electric,NV,"189,380",2010
"Sun Healthcare Group,Inc.",868,Health Care: Medical Facilities,CA,"188,230",2010
"RBS Global, Inc.",869,Industrial Machinery,WI,"188,200",2010
"Lithia Motors, Inc.",870,"Automotive Retailing, Services",OR,"187,730",2010
"Crosstex Energy, Inc.",871,Pipelines,TX,"187,280",2010
"T. Rowe Price Group, Inc.",872,Securities,MD,"187,190",2010
"BMC Software, Inc.",872,Computer Software,TX,"187,190",2010
"Donaldson Company, Inc.",874,Industrial Machinery,MN,"186,860",2010
"Psychiatric Solutions, Inc.",875,Health Care: Medical Facilities,TN,"186,710",2010
Pioneer Natural Resources Company,876,"Mining, Crude-Oil Production",TX,"186,210",2010
"Total System Services, Inc.",877,Financial Data Services,GA,"185,860",2010
"Westar Energy, Inc.",878,Utilities: Gas and Electric,KS,"185,820",2010
Mutual of America Life Insurance Company of America,879,"Insurance: Life, Health (Mutual)",NY,"185,230",2010
Moog Inc.,880,Aerospace and Defense,NY,"184,890",2010
"ScanSource, Inc.",881,Wholesalers: Electronics and Office Equipment,SC,"184,800",2010
"Calumet Specialty Products Partners, L.P.",882,Petroleum Refining,IN,"184,660",2010
Career Education Corporation,883,Education,IL,"184,660",2010
"AptarGroup, Inc.",884,"Packaging, Containers",IL,"184,160",2010
PharMerica Corporation,885,Health Care: Pharmacy and Other Services,KY,"184,120",2010
"Duane Reade Holdings, Inc.",886,Food and Drug Stores,NY,"183,750",2010
"PerkinElmer, Inc.",887,"Scientific,Photographic and Control Equipment",MA,"183,530",2010
AnnTaylor Stores Corporation,888,Specialty Retailers,NY,"182,850",2010
"Impac Mortgage Holdings, Inc.",889,Diversified Financials,CA,"182,840",2010
Regal Beloit Corporation,890,"Electronics, Electrical Equip.",WI,"182,630",2010
"Xilinx, Inc.",891,Semiconductors and Other Electronic Components,CA,"182,520",2010
KB Home,892,Homebuilders,CA,"182,490",2010
Equifax Inc.,893,Financial Data Services,GA,"182,450",2010
True Value Company,894,Wholesalers: Diversified,IL,"182,330",2010
"Oceaneering International, Inc.",895,"Oil and Gas Equipment, Services",TX,"182,210",2010
M & F Worldwide Corp.,896,"Publishing, Printing",NY,"181,410",2010
Curtiss-Wright Corporation,897,Aerospace and Defense,NJ,"180,970",2010
"Pride International, Inc.",898,"Oil and Gas Equipment, Services",TX,"180,530",2010
Portland General Electric Company,899,Utilities: Gas and Electric,OR,"180,400",2010
Moody's Corporation,900,Diversified Financials,NY,"179,720",2010
"New York Community Bancorp, Inc.",901,Savings Institutions,NY,"179,230",2010
"Sanderson Farms, Inc.",902,Food Production,MS,"178,950",2010
"Fred's, Inc.",903,Food and Drug Stores,TN,"178,810",2010
"Valmont Industries, Inc.",904,Industrial Machinery,NE,"178,660",2010
"Bio-Rad Laboratories, Inc.",905,Medical Products and Equipment,CA,"178,420",2010
Zale Corporation,906,Specialty Retailers,TX,"177,970",2010
"Gardner Denver, Inc.",907,Industrial Machinery,IL,"177,810",2010
"King Pharmaceuticals, Inc.",908,Pharmaceuticals,TN,"177,650",2010
The Blackstone Group L.P.,909,Diversified Financials,NY,"177,370",2010
"Buckeye GP Holdings, L.P.",910,Pipelines,TX,"177,040",2010
"Rowan Companies, Inc.",911,"Oil and Gas Equipment, Services",TX,"177,020",2010
ON Semiconductor Corporation,912,Semiconductors and Other Electronic Components,AZ,"176,890",2010
Teledyne Technologies Incorporated,913,Aerospace and Defense,CA,"176,520",2010
"Toll Brothers, Inc.",914,Homebuilders,PA,"175,530",2010
"Aaron's, Inc.",915,Specialty Retailers,GA,"175,280",2010
"Bob Evans Farms, Inc.",916,Food Services,OH,"175,050",2010
"Beacon Roofing Supply, Inc.",917,Wholesalers: Diversified,MA,"173,400",2010
"Kar Auction Services, Inc.",918,Wholesalers: Diversified,IN,"172,960",2010
Arthur J. Gallagher & Co.,919,Diversified Financials,IL,"172,930",2010
"Lincoln Electric Holdings, Inc.",920,Industrial Machinery,OH,"172,930",2010
Mettler-Toledo International Inc.,921,"Scientific,Photographic and Control Equipment",OH,"172,890",2010
American Tower Corporation,922,Telecommunications,MA,"172,410",2010
Imation Corp.,923,Computer Peripherals,MN,"172,400",2010
Cenveo Inc.,924,"Publishing, Printing",CT,"171,460",2010
Symetra Financial Corp.,925,"Insurance: Life, Health (stock)",WA,"171,430",2010
Autodesk Inc.,926,Computer Software,CA,"171,370",2010
PNM Resources Inc.,927,Utilities: Gas and Electric,NM,"171,340",2010
"Chico's FAS, Inc.",928,Specialty Retailers,FL,"171,320",2010
Knights of Columbus,929,"Insurance: Life, Health (Mutual)",CT,"171,160",2010
SEACOR Holdings Inc.,930,"Oil and Gas Equipment, Services",FL,"171,130",2010
"SFN Group, Inc.",931,Temporary Help,FL,"171,090",2010
Teradata Corporation,932,Computer Software,OH,"170,900",2010
MGIC Investment Corporation,933,Insurance: Property and Casualty (Stock),WI,"170,850",2010
Stewart Information Services Corporation,934,Insurance: Property and Casualty (Stock),TX,"170,730",2010
"General Nutrition Centers, Inc.",935,Food and Drug Stores,PA,"170,700",2010
"Martin Marietta Materials, Inc.",936,"Building Materials, Glass",NC,"170,440",2010
Invacare Corporation,937,Medical Products and Equipment,OH,"169,310",2010
American Greetings Corporation,938,"Publishing, Printing",OH,"169,070",2010
"Itron, Inc.",939,"Electronics, Electrical Equip.",WA,"168,740",2010
The Dun & Bradstreet Corporation,940,Financial Data Services,NJ,"168,700",2010
Crown Castle International Corp.,941,Telecommunications,TX,"168,540",2010
Towers Watson & Co.,942,Diversified Outsourcing Services,NY,"167,600",2010
"Universal Forest Products, Inc.",943,Forest and Paper Products,MI,"167,300",2010
Cerner Corporation,944,Health Care: Pharmacy and Other Services,MO,"167,190",2010
Corrections Corporation of America,945,zMiscellaneous,TN,"167,050",2010
"Netflix, Inc.",946,Specialty Retailers,CA,"167,030",2010
"Werner Enterprises, Inc.",947,"Trucking, Truck Leasing",NE,"166,650",2010
"Catalent Pharma Solutions, Inc.",948,Pharmaceuticals,NJ,"166,350",2010
Ferro Corporation,949,Chemicals,OH,"165,760",2010
"Acuity Brands, Inc.",950,"Electronics, Electrical Equip.",GA,"165,740",2010
HNI Corporation,951,"Home Equipment, Furnishings",IA,"165,630",2010
Millipore Corporation,952,"Scientific,Photographic and Control Equipment",MA,"165,440",2010
"Administaff, Inc.",953,Diversified Outsourcing Services,TX,"165,310",2010
"Heartland Payment Systems, Inc.",954,Financial Data Services,NJ,"165,210",2010
Amica Mutual Insurance Co.,955,Insurance: Property and Casualty (Mutual),RI,"164,790",2010
IDT Corp.,956,Telecommunications,NJ,"164,720",2010
BlueLinx Holdings Inc.,957,Wholesalers: Diversified,GA,"164,610",2010
"Maxim Integrated Products, Inc.",958,Semiconductors and Other Electronic Components,CA,"164,600",2010
"The Children's Place Retail Stores, Inc.",959,Specialty Retailers,NJ,"164,360",2010
Pinnacle Foods Finance LLC,960,Food Consumer Products,NJ,"164,290",2010
"Republic Airways Holdings, Inc.",961,Airlines,IN,"164,220",2010
Boyd Gaming Corporation,962,"Hotels, Casinos, Resorts",NV,"164,100",2010
"Piedmont Natural Gas Company, Inc.",963,Utilities: Gas and Electric,NC,"163,810",2010
"Hologic, Inc.",964,Medical Products and Equipment,MA,"163,710",2010
Herman Miller Incorporated,965,"Home Equipment, Furnishings",MI,"163,000",2010
"Public Storage, Inc.",966,zMiscellaneous,CA,"162,770",2010
"EnergySolutions, Inc.",967,Diversified Outsourcing Services,UT,"162,390",2010
"MasTec, Inc.",968,"Engineering, Construction",FL,"162,350",2010
Plexus Corp.,969,Semiconductors and Other Electronic Components,WI,"161,660",2010
Central Garden & Pet Company,970,Household and Personal Products,CA,"161,430",2010
"Citrix Systems, Inc.",971,Network and Other Communications Equipment,FL,"161,410",2010
"Retail Ventures, Inc.",972,General Merchandisers,OH,"161,150",2010
"John Wiley & Sons, Inc.",973,"Publishing, Printing",NJ,"161,140",2010
"Atlas Energy, Inc.",974,Pipelines,PA,"160,890",2010
"The Cheesecake Factory, Incorporated",975,Food Services,CA,"160,200",2010
Global Payments Inc.,976,Financial Data Services,GA,"160,150",2010
"Hovnanian Enterprises, Inc.",977,Homebuilders,NJ,"159,630",2010
"Carter's, Inc.",978,Apparel,GA,"158,970",2010
DPL Inc.,979,Utilities: Gas and Electric,OH,"158,890",2010
Terra Industries Inc.,980,Chemicals,IA,"158,330",2010
Modine Manufacturing Company,981,Motor Vehicles and Parts,WI,"158,160",2010
PAETEC Holding Corp.,982,Telecommunications,NY,"158,020",2010
Res-Care,983,Health Care: Pharmacy and Other Services,KY,"157,920",2010
"J. Crew Group, Inc.",984,Specialty Retailers,NY,"157,800",2010
Genesco Inc.,985,Specialty Retailers,TN,"157,440",2010
"Pacer International, Inc.",986,Transportation and Logistics,CA,"157,420",2010
"Sunrise Senior Living, Inc.",987,Health Care: Medical Facilities,VA,"157,180",2010
"Delphi Financial Group, Inc.",988,"Insurance: Life, Health (stock)",DE,"157,170",2010
"Inergy Holdings, L.P.",989,Energy,MO,"157,060",2010
"PC Connection, Inc.",990,Specialty Retailers,NH,"156,970",2010
Polaris Industries Inc.,991,Transportation Equipment,MN,"156,590",2010
"Scripps Networks Interactive, Inc.",992,Entertainment,OH,"156,400",2010
Selective Insurance Group,993,Insurance: Property and Casualty (Stock),NJ,"155,850",2010
Lincare Holdings Inc.,994,Health Care: Pharmacy and Other Services,FL,"155,050",2010
Covanta Holding Corporation,995,Energy,NJ,"155,050",2010
"Fossil, Inc.",996,Household and Personal Products,TX,"154,810",2010
"Mueller Industries, Inc.",997,Industrial Machinery,TN,"154,720",2010
"Dollar Thrifty Automotive Group, Inc.",998,"Automotive Retailing, Services",OK,"154,620",2010
"Michael Foods, Inc",999,Food Consumer Products,MN,"154,280",2010
"SRA International, Inc.",1000,Information Technology Services,VA,"154,060",2010
"Wal-Mart Stores, Inc.",1,General Merchandisers,AR,"42,184,900",2011
Exxon Mobil Corporation,2,Petroleum Refining,TX,"35,467,400",2011
Chevron Corporation,3,Petroleum Refining,CA,"19,633,700",2011
ConocoPhillips,4,Petroleum Refining,TX,"18,496,600",2011
Fannie Mae,5,Diversified Financials,DC,"15,382,500",2011
General Electric Company,6,Diversified Financials,CT,"15,162,800",2011
Berkshire Hathaway Inc.,7,Insurance: Property and Casualty (Stock),NE,"13,618,500",2011
General Motors Corporation,8,Motor Vehicles and Parts,MI,"13,559,200",2011
Bank of America Corporation,9,Commercial Banks,NC,"13,419,400",2011
Ford Motor Company,10,Motor Vehicles and Parts,MI,"12,895,400",2011
Hewlett-Packard Company,11,"Computers, Office Equipment",CA,"12,603,300",2011
AT&T Inc.,12,Telecommunications,TX,"12,462,900",2011
J.P. Morgan Chase & Co.,13,Commercial Banks,NY,"11,547,500",2011
"Citigroup, Inc.",14,Commercial Banks,NY,"11,105,500",2011
McKesson Corporation,15,Wholesalers: Health Care,CA,"10,870,200",2011
Verizon Communications Inc.,16,Telecommunications,NY,"10,656,500",2011
"American International Group,Inc.",17,Insurance: Property and Casualty (Stock),NY,"10,441,700",2011
International Business Machines Corporation,18,Information Technology Services,NY,"9,987,000",2011
"Cardinal Health, Inc.",19,Wholesalers: Health Care,OH,"9,860,190",2011
Freddie Mac,20,Diversified Financials,VA,"9,836,800",2011
CVS Caremark Corporation,21,Food and Drug Stores,RI,"9,641,300",2011
UnitedHealth Group Incorporated,22,Health Care: Insurance and Managed Care,MN,"9,415,500",2011
Wells Fargo & Company,23,Commercial Banks,CA,"9,324,900",2011
Valero Energy Corporation,24,Petroleum Refining,TX,"8,603,400",2011
The Kroger Company,25,Food and Drug Stores,OH,"8,218,940",2011
The Procter & Gamble Company,26,Household and Personal Products,OH,"7,968,900",2011
AmerisourceBergen Corp.,27,Wholesalers: Health Care,PA,"7,795,400",2011
Costco Wholesale Corporation,28,Specialty Retailers: Other,WA,"7,794,600",2011
Marathon Oil Corporation,29,Petroleum Refining,TX,"6,841,300",2011
"The Home Depot, Inc.",30,Specialty Retailers: Other,GA,"6,799,700",2011
Pfizer Inc.,31,Pharmaceuticals,NY,"6,780,900",2011
Walgreen Co.,32,Food and Drug Stores,IL,"6,742,000",2011
Target Corporation,33,General Merchandisers,MN,"6,739,000",2011
"Medco Health Solutions, Inc.",34,Health Care: Pharmacy and Other Services,NJ,"6,596,830",2011
"Apple, Inc.",35,"Computers, Office Equipment",CA,"6,522,500",2011
The Boeing Company,36,Aerospace and Defense,IL,"6,430,600",2011
State Farm Insurance Cos.,37,Insurance: Property and Casualty (Mutual),IL,"6,317,670",2011
Microsoft Corporation,38,Computer Software,WA,"6,248,400",2011
Archer-Daniels-Midland Company,39,Food Production,IL,"6,168,200",2011
Johnson & Johnson,40,Pharmaceuticals,NJ,"6,158,700",2011
Dell Inc.,41,"Computers, Office Equipment",TX,"6,149,400",2011
"WellPoint, Inc.",42,Health Care: Insurance and Managed Care,IN,"5,880,180",2011
"PepsiCo, Inc.",43,Food Consumer Products,NY,"5,783,800",2011
United Technologies Corporation,44,Aerospace and Defense,CT,"5,432,600",2011
The Dow Chemical Company,45,Chemicals,MI,"5,367,400",2011
"MetLife, Inc.",46,"Insurance: Life, Health (stock)",NY,"5,271,700",2011
Best Buy Co. Inc.,47,Specialty Retailers: Other,MN,"4,969,400",2011
"United Parcel Service, Inc.",48,"Mail, Package, and Freight Delivery",GA,"4,954,500",2011
Kraft Foods Inc.,49,Food Consumer Products,IL,"4,954,200",2011
"Lowe's Companies, Inc.",50,Specialty Retailers: Other,NC,"4,881,500",2011
INTL FCStone Inc.,51,Diversified Financials,NY,"4,694,030",2011
Lockheed Martin Corporation,52,Aerospace and Defense,MD,"4,689,000",2011
"Merck & Co., Inc.",53,Pharmaceuticals,NJ,"4,598,700",2011
"The Goldman Sachs Group, Inc.",54,Commercial Banks,NY,"4,596,700",2011
"Express Scripts, Inc.",55,Health Care: Pharmacy and Other Services,MO,"4,498,970",2011
Intel Corporation,56,Semiconductors and Other Electronic Components,CA,"4,362,300",2011
Sears Holdings Corporation,57,General Merchandisers,IL,"4,332,600",2011
Caterpillar Inc.,58,Construction and Farm Machinery,IL,"4,258,800",2011
Chrysler Group LLC,59,Motor Vehicles and Parts,MI,"4,194,600",2011
Safeway Inc.,60,Food and Drug Stores,CA,"4,105,000",2011
Supervalu Inc.,61,Food and Drug Stores,MN,"4,059,700",2011
"Cisco Systems, Inc.",62,Network and Other Communications Equipment,CA,"4,004,000",2011
Morgan Stanley,63,Commercial Banks,NY,"3,932,000",2011
"Prudential Financial, Inc.",64,"Insurance: Life, Health (stock)",NJ,"3,841,400",2011
The Walt Disney Company,65,Entertainment,CA,"3,806,300",2011
Comcast Corporation,66,Telecommunications,PA,"3,793,700",2011
Sysco Corporation,67,Wholesalers: Food and Grocery,TX,"3,724,350",2011
"Sunoco, Inc.",68,Petroleum Refining,PA,"3,545,300",2011
Abbott Laboratories,69,Pharmaceuticals,IL,"3,516,670",2011
